date, minTemp, maxTemp, clear, cloudy, rain, snow, storm, wind, weekend, holiday, visitorTotal, visitorMale, visitorFemale, visitorKids, VisitorTeenage, VisitorAdult, VisitorElderly, OverMonthlyAverage 
2017-05-28,21, 32, 0, 0, 0, 0, 0, 3, 1, 0,15102, 4824, 10278, 3873, 1973, 4268, 4988,1
2017-05-29,22, 32, 0, 1, 0, 0, 0, 3, 0, 0,20414, 6327, 14087, 2508, 3088, 4045, 10773,1
2017-05-30,24, 31, 0, 1, 0, 0, 0, 3, 0, 0,15118, 4016, 11102, 2623, 3289, 4177, 5029,1
2017-05-31,24, 31, 0, 1, 1, 0, 0, 3, 0, 0,3327, 589, 2738, 1147, 244, 781, 1155,0
2017-06-01,23, 32, 0, 1, 1, 0, 0, 3, 0, 0,8703, 2617, 6086, 2881, 1526, 2112, 2184,1
2017-06-02,19, 29, 0, 1, 0, 0, 0, 3, 0, 0,3694, 972, 2722, 1383, 451, 778, 1082,0
2017-06-03,20, 29, 0, 1, 0, 0, 0, 3, 1, 0,7131, 2277, 4854, 2076, 610, 533, 3912,0
2017-06-04,21, 28, 0, 1, 0, 0, 0, 3, 1, 0,9087, 4020, 5067, 2102, 2580, 1928, 2477,1
2017-06-05,20, 24, 0, 0, 1, 0, 0, 4, 0, 0,224, 81, 143, 89, 64, 25, 46,0
2017-06-06,21, 28, 0, 1, 0, 0, 0, 3, 0, 0,4645, 2111, 2534, 1712, 1379, 223, 1331,0
2017-06-07,21, 30, 0, 1, 0, 0, 0, 3, 0, 0,4628, 1498, 3130, 2281, 372, 912, 1063,0
2017-06-08,23, 31, 0, 1, 0, 0, 0, 3, 0, 0,5000, 994, 4006, 1925, 699, 1008, 1368,0
2017-06-09,23, 30, 0, 1, 1, 0, 0, 3, 0, 0,4446, 1712, 2734, 2036, 1051, 184, 1175,0
2017-06-10,22, 25, 0, 0, 1, 0, 1, 4, 1, 0,9136, 1197, 7939, 2168, 1645, 1692, 3631,1
2017-06-11,22, 29, 0, 1, 1, 0, 0, 3, 1, 0,8680, 3152, 5528, 2840, 1194, 1451, 3195,1
2017-06-12,20, 24, 0, 0, 1, 0, 0, 3, 0, 0,915, 198, 717, 122, 154, 302, 337,0
2017-06-13,20, 23, 0, 1, 1, 0, 0, 3, 0, 0,4657, 1833, 2824, 1320, 998, 1066, 1273,0
2017-06-14,20, 27, 0, 1, 0, 0, 0, 3, 0, 0,5063, 615, 4448, 2263, 1309, 254, 1237,0
2017-06-15,20, 27, 0, 1, 0, 0, 0, 3, 0, 0,5676, 1581, 4095, 1521, 2046, 714, 1395,0
2017-06-16,20, 28, 0, 1, 0, 0, 0, 3, 0, 0,5966, 1823, 4143, 2680, 677, 842, 1767,0
2017-06-17,21, 29, 0, 1, 0, 0, 0, 3, 1, 0,8940, 1869, 7071, 3706, 2043, 1124, 2067,1
2017-06-18,23, 29, 0, 1, 0, 0, 0, 4, 1, 0,10279, 2584, 7695, 1669, 1346, 1775, 5489,1
2017-06-19,23, 28, 0, 1, 1, 0, 0, 4, 0, 0,160, 57, 103, 26, 38, 22, 74,0
2017-06-20,23, 26, 0, 1, 1, 0, 0, 3, 0, 0,5907, 1599, 4308, 1490, 1674, 367, 2376,0
2017-06-21,24, 28, 0, 0, 1, 0, 0, 4, 0, 0,6105, 2212, 3893, 2993, 392, 632, 2088,0
2017-06-22,22, 25, 0, 1, 1, 0, 0, 3, 0, 0,5827, 1946, 3881, 1678, 661, 1423, 2065,0
2017-06-23,23, 28, 0, 0, 1, 0, 0, 3, 0, 0,6937, 2723, 4214, 2812, 958, 1346, 1821,0
2017-06-24,23, 27, 0, 0, 1, 0, 0, 3, 1, 0,12625, 3699, 8926, 2282, 4541, 2336, 3466,1
2017-06-25,22, 26, 0, 0, 1, 0, 0, 3, 1, 0,16912, 6740, 10172, 7718, 3737, 2430, 3027,1
2017-06-26,23, 29, 0, 1, 0, 0, 0, 3, 0, 0,366, 180, 186, 98, 84, 54, 130,0
2017-06-27,23, 29, 0, 1, 1, 0, 1, 3, 0, 0,12272, 2458, 9814, 5428, 3233, 1507, 2104,1
2017-06-28,23, 26, 0, 0, 1, 0, 1, 3, 0, 0,12945, 2601, 10344, 3449, 4440, 803, 4253,1
2017-06-29,24, 27, 0, 0, 1, 0, 0, 3, 0, 0,14115, 1959, 12156, 4339, 2800, 1759, 5217,1
2017-06-30,26, 32, 0, 1, 1, 0, 1, 3, 0, 0,14445, 3168, 11277, 6358, 3367, 955, 3765,1
2017-07-01,26, 33, 0, 1, 1, 0, 0, 4, 1, 0,21267, 3890, 17377, 7505, 3572, 3151, 7039,1
2017-07-02,26, 34, 0, 1, 0, 0, 0, 5, 1, 0,21726, 2283, 19443, 2602, 8075, 2431, 8618,1
2017-07-03,27, 34, 0, 0, 1, 0, 0, 3, 0, 0,81, 26, 55, 33, 5, 15, 28,0
2017-07-04,26, 33, 0, 1, 1, 0, 0, 3, 0, 0,17365, 8035, 9330, 6697, 5071, 1022, 4575,0
2017-07-05,27, 34, 0, 1, 0, 0, 0, 3, 0, 0,17016, 4789, 12227, 2334, 6096, 3756, 4830,0
2017-07-06,27, 35, 0, 1, 1, 0, 0, 3, 0, 0,16069, 3832, 12237, 4779, 1166, 3147, 6977,0
2017-07-07,27, 36, 0, 1, 1, 0, 1, 3, 0, 0,17274, 7047, 10227, 4352, 6135, 2107, 4680,0
2017-07-08,27, 35, 0, 1, 1, 0, 1, 3, 1, 0,23970, 4905, 19065, 9165, 4096, 4264, 6445,1
2017-07-09,27, 34, 0, 0, 1, 0, 1, 3, 1, 0,29102, 9670, 19432, 13394, 2725, 1787, 11196,1
2017-07-10,27, 34, 0, 1, 1, 0, 0, 5, 0, 0,204, 102, 102, 84, 60, 23, 37,0
2017-07-11,28, 34, 0, 1, 1, 0, 1, 3, 0, 0,19733, 8364, 11369, 5045, 4333, 4775, 5580,1
2017-07-12,29, 37, 0, 1, 0, 0, 0, 3, 0, 0,18294, 4515, 13779, 7400, 3885, 2699, 4310,1
2017-07-13,29, 37, 0, 1, 0, 0, 0, 3, 0, 0,13169, 2602, 10567, 2664, 4758, 1856, 3891,0
2017-07-14,30, 37, 0, 1, 0, 0, 0, 4, 0, 0,16154, 6850, 9304, 5902, 3699, 1831, 4722,0
2017-07-15,29, 38, 0, 1, 0, 0, 0, 3, 1, 0,24333, 7786, 16547, 7190, 8288, 1797, 7058,1
2017-07-16,29, 37, 0, 1, 0, 0, 0, 3, 1, 0,25883, 9966, 15917, 7588, 3115, 1646, 13534,1
2017-07-17,29, 38, 0, 0, 0, 0, 0, 3, 0, 0,99, 44, 55, 36, 12, 14, 37,0
2017-07-18,30, 38, 0, 1, 0, 0, 0, 3, 0, 0,20336, 9056, 11280, 6200, 4769, 4243, 5124,1
2017-07-19,30, 38, 0, 1, 0, 0, 0, 3, 0, 0,15978, 4150, 11828, 4912, 2336, 2744, 5986,0
2017-07-20,31, 39, 0, 0, 0, 0, 0, 3, 0, 0,17070, 5623, 11447, 5505, 3667, 3727, 4171,0
2017-07-21,30, 39, 0, 0, 0, 0, 0, 3, 0, 0,18654, 3584, 15070, 7378, 3301, 3701, 4274,1
2017-07-22,31, 40, 0, 1, 0, 0, 0, 3, 1, 0,24999, 10171, 14828, 9009, 5346, 2933, 7711,1
2017-07-23,31, 40, 0, 1, 0, 0, 0, 3, 1, 0,26562, 5554, 21008, 7074, 4925, 3280, 11283,1
2017-07-24,31, 40, 0, 0, 0, 0, 0, 3, 0, 0,152, 31, 121, 55, 24, 10, 63,0
2017-07-25,30, 40, 0, 1, 0, 0, 0, 3, 0, 0,19602, 4067, 15535, 6494, 5423, 1529, 6156,1
2017-07-26,29, 37, 0, 1, 0, 0, 0, 3, 0, 0,17716, 4421, 13295, 4274, 6582, 3397, 3463,1
2017-07-27,29, 37, 0, 1, 0, 0, 0, 3, 0, 0,16269, 6580, 9689, 3154, 5374, 923, 6818,0
2017-07-28,29, 37, 0, 1, 0, 0, 0, 3, 0, 0,16360, 7442, 8918, 5443, 3038, 3058, 4821,0
2017-07-29,29, 35, 0, 0, 1, 0, 0, 4, 1, 0,23929, 4566, 19363, 7174, 5011, 3713, 8031,1
2017-07-30,29, 33, 0, 0, 1, 0, 1, 5, 1, 0,27263, 10402, 16861, 4158, 2429, 9620, 11056,1
2017-07-31,28, 34, 0, 1, 1, 0, 0, 4, 0, 0,196, 25, 171, 83, 35, 11, 67,0
2017-08-01,28, 35, 0, 1, 0, 0, 0, 4, 0, 0,21020, 6932, 14088, 8077, 5618, 1720, 5605,1
2017-08-02,29, 35, 0, 1, 0, 0, 0, 4, 0, 0,20318, 4640, 15678, 4967, 5189, 2909, 7253,1
2017-08-03,29, 37, 0, 1, 0, 0, 0, 5, 0, 0,19424, 2933, 16491, 4430, 5039, 3916, 6039,0
2017-08-04,29, 37, 0, 1, 0, 0, 0, 3, 0, 0,19659, 7012, 12647, 5031, 6573, 1813, 6242,0
2017-08-05,28, 35, 0, 0, 1, 0, 0, 4, 1, 0,29432, 11818, 17614, 3001, 2757, 10161, 13513,1
2017-08-06,28, 35, 0, 1, 0, 0, 0, 3, 1, 0,27971, 10491, 17480, 13544, 3336, 3229, 7862,1
2017-08-07,29, 38, 0, 1, 1, 0, 1, 3, 0, 0,190, 87, 103, 93, 41, 22, 34,0
2017-08-08,28, 35, 0, 0, 1, 0, 0, 4, 0, 0,25610, 11568, 14042, 6047, 3436, 7641, 8486,1
2017-08-09,27, 31, 0, 0, 1, 0, 0, 4, 0, 0,22319, 2968, 19351, 10996, 1921, 4590, 4812,1
2017-08-10,28, 34, 0, 1, 0, 0, 0, 3, 0, 0,21332, 9726, 11606, 5175, 2786, 3503, 9868,1
2017-08-11,28, 36, 0, 1, 0, 0, 0, 3, 0, 0,22596, 5425, 17171, 6986, 5651, 2954, 7005,1
2017-08-12,28, 33, 0, 1, 1, 0, 0, 3, 1, 0,29105, 5973, 23132, 6141, 7170, 3043, 12751,1
2017-08-13,28, 34, 0, 0, 1, 0, 0, 3, 1, 0,28956, 8965, 19991, 12895, 6845, 1810, 7406,1
2017-08-14,26, 33, 0, 0, 1, 0, 1, 3, 0, 0,184, 42, 142, 52, 15, 26, 91,0
2017-08-15,26, 32, 0, 1, 1, 0, 0, 3, 0, 0,26607, 12999, 13608, 6795, 9680, 4169, 5963,1
2017-08-16,26, 33, 0, 0, 1, 0, 0, 3, 0, 0,25999, 10406, 15593, 5638, 9285, 5054, 6022,1
2017-08-17,27, 33, 0, 1, 1, 0, 0, 3, 0, 0,23171, 5344, 17827, 5642, 2106, 4010, 11413,1
2017-08-18,26, 34, 0, 1, 1, 0, 0, 3, 0, 0,23814, 5886, 17928, 11575, 5125, 2556, 4558,1
2017-08-19,26, 36, 0, 1, 0, 0, 0, 3, 1, 0,27870, 12223, 15647, 8902, 7067, 4013, 7888,1
2017-08-20,26, 32, 0, 0, 1, 0, 0, 3, 1, 0,29114, 10796, 18318, 9187, 6098, 6364, 7465,1
2017-08-21,27, 34, 0, 1, 0, 0, 0, 3, 0, 0,129, 31, 98, 62, 7, 23, 37,0
2017-08-22,28, 34, 0, 1, 1, 0, 0, 4, 0, 0,24793, 12108, 12685, 4300, 3495, 8407, 8591,1
2017-08-23,28, 35, 0, 1, 0, 0, 0, 4, 0, 0,22639, 5061, 17578, 5894, 6535, 1713, 8497,1
2017-08-24,29, 36, 0, 1, 0, 0, 0, 3, 0, 0,19388, 7607, 11781, 8766, 3108, 2693, 4821,0
2017-08-25,26, 35, 0, 0, 1, 0, 1, 3, 0, 0,19292, 7898, 11394, 3114, 2634, 2573, 10971,0
2017-08-26,27, 31, 0, 1, 1, 0, 0, 5, 1, 0,25497, 5296, 20201, 9294, 2872, 4829, 8502,1
2017-08-27,27, 33, 0, 1, 1, 0, 0, 3, 1, 0,25866, 12742, 13124, 9353, 7948, 3662, 4903,1
2017-08-28,27, 36, 0, 1, 0, 0, 0, 3, 0, 0,193, 24, 169, 89, 33, 7, 64,0
2017-08-29,26, 32, 0, 0, 1, 0, 1, 4, 0, 0,13947, 4233, 9714, 2407, 3493, 2423, 5624,0
2017-08-30,25, 30, 0, 1, 0, 0, 0, 3, 0, 0,7501, 3675, 3826, 1971, 949, 1134, 3447,0
2017-08-31,24, 27, 0, 1, 1, 0, 0, 3, 0, 0,5314, 2113, 3201, 838, 1446, 559, 2471,0
2017-09-01,24, 29, 0, 1, 0, 0, 0, 3, 0, 0,3475, 1311, 2164, 943, 560, 904, 1068,0
2017-09-02,26, 30, 0, 1, 0, 0, 0, 3, 1, 0,9014, 2742, 6272, 3997, 1388, 1367, 2262,1
2017-09-03,25, 29, 0, 1, 0, 0, 0, 4, 1, 0,9853, 4343, 5510, 2523, 3553, 1219, 2558,1
2017-09-04,26, 32, 0, 1, 0, 0, 0, 3, 0, 0,95, 31, 64, 46, 15, 7, 27,0
2017-09-05,26, 34, 0, 1, 1, 0, 0, 3, 0, 0,3045, 537, 2508, 373, 889, 741, 1042,0
2017-09-06,24, 32, 0, 0, 1, 0, 0, 3, 0, 0,2699, 551, 2148, 303, 1101, 572, 723,0
2017-09-07,23, 27, 0, 1, 1, 0, 0, 3, 0, 0,2407, 250, 2157, 681, 665, 334, 727,0
2017-09-08,24, 29, 0, 1, 0, 0, 0, 3, 0, 0,2348, 734, 1614, 1138, 507, 101, 602,0
2017-09-09,25, 27, 0, 0, 1, 0, 0, 4, 1, 0,14436, 2641, 11795, 6487, 3746, 802, 3401,1
2017-09-10,25, 33, 0, 0, 1, 0, 0, 5, 1, 0,13968, 5749, 8219, 4847, 2001, 1253, 5867,1
2017-09-11,24, 29, 0, 0, 1, 0, 0, 3, 0, 0,108, 13, 95, 46, 16, 8, 38,0
2017-09-12,23, 29, 0, 1, 0, 0, 0, 3, 0, 0,4898, 2038, 2860, 632, 971, 657, 2638,0
2017-09-13,23, 29, 0, 1, 0, 0, 0, 4, 0, 0,4378, 635, 3743, 1487, 633, 688, 1570,0
2017-09-14,24, 29, 0, 1, 1, 0, 0, 4, 0, 0,3958, 1129, 2829, 1139, 1238, 706, 875,0
2017-09-15,23, 27, 0, 1, 1, 0, 0, 5, 0, 0,3892, 1661, 2231, 1390, 1247, 574, 681,0
2017-09-16,22, 27, 0, 1, 0, 0, 0, 5, 1, 0,7711, 2061, 5650, 1540, 1872, 2040, 2259,1
2017-09-17,21, 29, 0, 1, 0, 0, 0, 4, 1, 0,7520, 1039, 6481, 3295, 825, 521, 2879,1
2017-09-18,23, 32, 0, 1, 0, 0, 0, 3, 0, 0,28, 12, 16, 5, 10, 6, 7,0
2017-09-19,23, 29, 0, 0, 1, 0, 0, 4, 0, 0,2096, 741, 1355, 888, 571, 68, 569,0
2017-09-20,20, 22, 0, 0, 1, 0, 0, 3, 0, 0,2217, 485, 1732, 881, 661, 165, 510,0
2017-09-21,20, 25, 0, 0, 1, 0, 0, 3, 0, 0,3296, 1625, 1671, 1640, 293, 321, 1042,0
2017-09-22,21, 25, 0, 0, 1, 0, 0, 3, 0, 0,4256, 584, 3672, 1901, 955, 552, 848,0
2017-09-23,21, 23, 0, 0, 1, 0, 0, 3, 1, 0,6673, 1552, 5121, 3330, 1646, 380, 1317,1
2017-09-24,21, 23, 0, 0, 1, 0, 1, 4, 1, 0,6932, 1839, 5093, 1859, 1207, 1852, 2014,1
2017-09-25,23, 25, 0, 0, 1, 0, 0, 3, 0, 0,435, 101, 334, 80, 157, 85, 113,0
2017-09-26,24, 30, 0, 1, 0, 0, 0, 5, 0, 0,2983, 847, 2136, 1173, 535, 311, 964,0
2017-09-27,22, 28, 0, 1, 0, 0, 0, 4, 0, 0,2415, 657, 1758, 1047, 320, 386, 662,0
2017-09-28,19, 24, 0, 1, 1, 0, 0, 3, 0, 0,4962, 1382, 3580, 2204, 454, 836, 1468,0
2017-09-29,21, 27, 0, 1, 1, 0, 0, 3, 0, 0,3653, 1296, 2357, 1625, 853, 421, 754,0
2017-09-30,21, 23, 0, 0, 1, 0, 0, 4, 1, 0,8419, 3317, 5102, 2462, 2822, 1009, 2126,1
2017-10-01,22, 31, 0, 0, 1, 0, 0, 4, 1, 0,13733, 5821, 7912, 4131, 3969, 2334, 3299,1
2017-10-02,20, 26, 0, 0, 1, 0, 0, 4, 0, 0,27713, 10677, 17036, 7706, 5735, 3280, 10992,1
2017-10-03,20, 24, 0, 1, 0, 0, 0, 5, 0, 0,26687, 5170, 21517, 4634, 8518, 6530, 7005,1
2017-10-04,19, 23, 0, 1, 1, 0, 0, 4, 0, 0,24346, 10493, 13853, 9115, 7133, 2803, 5295,1
2017-10-05,18, 21, 0, 0, 1, 0, 0, 3, 0, 0,25228, 11631, 13597, 11222, 1745, 1237, 11024,1
2017-10-06,18, 24, 0, 1, 0, 0, 0, 3, 0, 0,21469, 6234, 15235, 10030, 1455, 1398, 8586,1
2017-10-07,20, 26, 0, 1, 0, 0, 0, 3, 1, 0,14731, 5280, 9451, 6338, 1943, 2302, 4148,1
2017-10-08,21, 28, 0, 1, 0, 0, 0, 3, 1, 0,6360, 2155, 4205, 1261, 1087, 613, 3399,0
2017-10-09,23, 29, 0, 1, 0, 0, 0, 3, 0, 0,286, 103, 183, 39, 66, 81, 100,0
2017-10-10,23, 29, 0, 1, 1, 0, 0, 3, 0, 0,2771, 811, 1960, 984, 408, 220, 1159,0
2017-10-11,19, 23, 0, 0, 1, 0, 0, 4, 0, 0,4571, 1841, 2730, 1595, 637, 291, 2048,0
2017-10-12,17, 20, 0, 1, 1, 0, 0, 4, 0, 0,6461, 1762, 4699, 1637, 1307, 1107, 2410,0
2017-10-13,18, 21, 0, 1, 0, 0, 0, 5, 0, 0,3399, 1092, 2307, 685, 914, 396, 1404,0
2017-10-14,18, 21, 0, 0, 1, 0, 0, 6, 1, 0,6446, 877, 5569, 881, 2623, 1246, 1696,0
2017-10-15,17, 20, 0, 0, 1, 0, 0, 5, 1, 0,7137, 1504, 5633, 1926, 1947, 1199, 2065,0
2017-10-16,17, 20, 0, 0, 1, 0, 0, 5, 0, 0,541, 270, 271, 183, 57, 88, 213,0
2017-10-17,18, 21, 0, 1, 0, 0, 0, 4, 0, 0,5104, 1364, 3740, 2444, 1115, 173, 1372,0
2017-10-18,18, 22, 0, 1, 0, 0, 0, 3, 0, 0,3875, 1758, 2117, 1622, 801, 365, 1087,0
2017-10-19,18, 21, 0, 0, 1, 0, 0, 4, 0, 0,5674, 1917, 3757, 2762, 1238, 269, 1405,0
2017-10-20,17, 23, 0, 1, 0, 0, 0, 5, 0, 0,4131, 1922, 2209, 590, 1762, 388, 1391,0
2017-10-21,17, 22, 0, 1, 0, 0, 0, 5, 1, 0,8703, 3872, 4831, 1542, 3469, 785, 2907,0
2017-10-22,16, 22, 0, 1, 0, 0, 0, 4, 1, 0,7654, 3749, 3905, 3181, 854, 1670, 1949,0
2017-10-23,13, 20, 0, 1, 0, 0, 0, 3, 0, 0,138, 28, 110, 45, 42, 17, 34,0
2017-10-24,14, 20, 0, 0, 0, 0, 0, 3, 0, 0,5661, 1102, 4559, 1058, 1411, 1543, 1649,0
2017-10-25,15, 20, 0, 1, 0, 0, 0, 3, 0, 0,4778, 1325, 3453, 641, 1303, 519, 2315,0
2017-10-26,15, 21, 0, 1, 0, 0, 0, 3, 0, 0,6171, 1581, 4590, 2311, 1371, 971, 1518,0
2017-10-27,16, 22, 0, 0, 0, 0, 0, 3, 0, 0,6141, 2475, 3666, 1680, 1829, 1156, 1476,0
2017-10-28,16, 22, 0, 0, 0, 0, 0, 4, 1, 0,8922, 4150, 4772, 3178, 2394, 902, 2448,0
2017-10-29,12, 20, 0, 1, 0, 0, 0, 5, 1, 0,7716, 2321, 5395, 1572, 925, 1173, 4046,0
2017-10-30,12, 15, 0, 1, 0, 0, 0, 3, 0, 0,916, 94, 822, 305, 65, 136, 410,0
2017-10-31,13, 18, 0, 1, 0, 0, 0, 3, 0, 0,5215, 2473, 2742, 628, 908, 839, 2840,0
2017-11-01,14, 22, 0, 1, 0, 0, 0, 3, 0, 0,7272, 1437, 5835, 3350, 1312, 411, 2199,1
2017-11-02,14, 23, 0, 1, 0, 0, 0, 3, 0, 0,5585, 2433, 3152, 730, 912, 1082, 2861,0
2017-11-03,11, 22, 0, 1, 0, 0, 0, 4, 0, 0,3947, 1553, 2394, 1675, 230, 942, 1100,0
2017-11-04,11, 16, 0, 1, 0, 0, 0, 3, 1, 0,9550, 3946, 5604, 2600, 891, 1016, 5043,1
2017-11-05,13, 16, 0, 1, 0, 0, 0, 3, 1, 0,4311, 2136, 2175, 1110, 1354, 794, 1053,0
2017-11-06,16, 22, 0, 1, 0, 0, 0, 3, 0, 0,887, 189, 698, 307, 138, 197, 245,0
2017-11-07,15, 23, 0, 1, 0, 0, 0, 3, 0, 0,4384, 1483, 2901, 496, 907, 1365, 1616,0
2017-11-08,14, 22, 0, 1, 0, 0, 0, 4, 0, 0,4270, 1208, 3062, 1187, 477, 616, 1990,0
2017-11-09,15, 21, 0, 1, 0, 0, 0, 3, 0, 0,6302, 1734, 4568, 786, 1430, 1940, 2146,1
2017-11-10,13, 21, 0, 1, 0, 0, 0, 3, 0, 0,4451, 2016, 2435, 1988, 862, 292, 1309,0
2017-11-11,11, 16, 0, 1, 0, 0, 0, 4, 1, 0,7957, 3004, 4953, 1952, 2827, 416, 2762,1
2017-11-12,14, 18, 0, 1, 0, 0, 0, 3, 1, 0,7757, 1524, 6233, 1750, 1044, 2209, 2754,1
2017-11-13,15, 19, 0, 1, 1, 0, 0, 3, 0, 0,129, 14, 115, 34, 26, 12, 57,0
2017-11-14,13, 18, 0, 0, 1, 0, 0, 3, 0, 0,5583, 2203, 3380, 1069, 555, 677, 3282,0
2017-11-15,13, 18, 0, 1, 0, 0, 0, 3, 0, 0,4246, 2031, 2215, 461, 574, 801, 2410,0
2017-11-16,14, 17, 0, 0, 1, 0, 0, 3, 0, 0,6246, 2187, 4059, 717, 1061, 1720, 2748,1
2017-11-17,9, 20, 0, 0, 1, 0, 0, 4, 0, 0,10988, 4430, 6558, 3816, 1532, 2587, 3053,1
2017-11-18,6, 11, 0, 1, 0, 0, 0, 5, 1, 0,8351, 3435, 4916, 2525, 854, 1922, 3050,1
2017-11-19,7, 12, 0, 1, 1, 0, 0, 3, 1, 0,8096, 2771, 5325, 3138, 595, 1564, 2799,1
2017-11-20,8, 13, 0, 1, 0, 0, 0, 4, 0, 0,249, 109, 140, 111, 13, 35, 90,0
2017-11-21,10, 14, 0, 0, 1, 0, 0, 3, 0, 0,3799, 1511, 2288, 891, 350, 422, 2136,0
2017-11-22,7, 15, 0, 1, 0, 0, 0, 4, 0, 0,4949, 1569, 3380, 522, 560, 506, 3361,0
2017-11-23,5, 12, 0, 1, 0, 0, 0, 3, 0, 0,4399, 504, 3895, 2096, 564, 177, 1562,0
2017-11-24,7, 14, 0, 1, 0, 0, 0, 3, 0, 0,5156, 2214, 2942, 2245, 802, 512, 1597,0
2017-11-25,9, 15, 0, 1, 0, 0, 0, 3, 1, 0,8583, 1826, 6757, 1876, 1777, 1822, 3108,1
2017-11-26,9, 17, 0, 0, 0, 0, 0, 3, 1, 0,8073, 2376, 5697, 1927, 1637, 935, 3574,1
2017-11-27,11, 16, 0, 0, 0, 0, 0, 3, 0, 0,139, 56, 83, 17, 53, 23, 46,0
2017-11-28,13, 19, 0, 0, 1, 0, 0, 4, 0, 0,2848, 1263, 1585, 1127, 642, 226, 853,0
2017-11-29,9, 14, 0, 0, 1, 0, 0, 4, 0, 0,4530, 1055, 3475, 701, 1265, 498, 2066,0
2017-11-30,8, 11, 0, 1, 0, 0, 0, 3, 0, 0,2838, 1146, 1692, 866, 863, 170, 939,0
2017-12-01,8, 12, 0, 1, 0, 0, 0, 3, 0, 0,3031, 499, 2532, 648, 886, 338, 1159,0
2017-12-02,9, 14, 0, 1, 0, 0, 0, 3, 1, 0,7478, 2213, 5265, 3687, 478, 1173, 2140,1
2017-12-03,9, 15, 0, 1, 0, 0, 0, 4, 1, 0,7213, 995, 6218, 2729, 1957, 797, 1730,1
2017-12-04,5, 11, 0, 1, 0, 0, 0, 4, 0, 0,101, 11, 90, 20, 29, 6, 46,0
2017-12-05,2, 8, 0, 0, 0, 0, 0, 4, 0, 0,2325, 1132, 1193, 556, 275, 497, 997,0
2017-12-06,4, 11, 0, 0, 0, 0, 0, 3, 0, 0,1283, 513, 770, 414, 345, 170, 354,0
2017-12-07,5, 13, 0, 1, 0, 0, 0, 4, 0, 0,2105, 464, 1641, 322, 772, 471, 540,0
2017-12-08,3, 8, 0, 1, 0, 0, 0, 4, 0, 0,4214, 2020, 2194, 1478, 446, 1002, 1288,1
2017-12-09,4, 10, 0, 1, 0, 0, 0, 3, 1, 0,8588, 1017, 7571, 2645, 595, 1678, 3670,1
2017-12-10,4, 11, 0, 1, 0, 0, 0, 4, 1, 0,7182, 1982, 5200, 3590, 1311, 937, 1344,1
2017-12-11,5, 10, 0, 0, 0, 0, 0, 3, 0, 0,75, 22, 53, 33, 10, 8, 24,0
2017-12-12,6, 10, 0, 1, 0, 0, 0, 4, 0, 0,3809, 1796, 2013, 951, 499, 479, 1880,0
2017-12-13,8, 11, 0, 1, 0, 0, 0, 5, 0, 0,2889, 1133, 1756, 1337, 762, 330, 460,0
2017-12-14,8, 9, 0, 1, 1, 0, 0, 3, 0, 0,3075, 799, 2276, 1481, 617, 195, 782,0
2017-12-15,7, 10, 0, 1, 1, 0, 0, 4, 0, 0,2601, 1161, 1440, 490, 985, 262, 864,0
2017-12-16,0, 7, 0, 1, 0, 0, 0, 5, 1, 0,6010, 2570, 3440, 2707, 632, 790, 1881,1
2017-12-17,0, 5, 0, 0, 0, 0, 0, 3, 1, 0,6560, 2498, 4062, 2504, 1089, 843, 2124,1
2017-12-18,2, 8, 0, 0, 0, 0, 0, 3, 0, 0,113, 32, 81, 56, 17, 16, 24,0
2017-12-19,3, 10, 0, 0, 0, 0, 0, 5, 0, 0,2818, 419, 2399, 713, 755, 645, 705,0
2017-12-20,3, 10, 0, 0, 0, 0, 0, 3, 0, 0,2998, 1274, 1724, 1003, 803, 573, 619,0
2017-12-21,5, 10, 0, 1, 0, 0, 0, 3, 0, 0,3150, 569, 2581, 1127, 657, 654, 712,0
2017-12-22,6, 14, 0, 0, 0, 0, 0, 3, 0, 0,3013, 1320, 1693, 571, 857, 402, 1183,0
2017-12-23,9, 16, 0, 1, 0, 0, 0, 4, 1, 0,6095, 1129, 4966, 624, 2441, 387, 2643,1
2017-12-24,3, 12, 0, 1, 0, 0, 0, 5, 1, 0,6728, 1253, 5475, 3320, 1429, 776, 1203,1
2017-12-25,3, 9, 0, 0, 0, 0, 0, 4, 0, 0,168, 35, 133, 81, 19, 14, 54,0
2017-12-26,5, 11, 0, 0, 0, 0, 0, 3, 0, 0,3622, 1615, 2007, 664, 740, 419, 1799,0
2017-12-27,6, 12, 0, 1, 0, 0, 0, 3, 0, 0,2836, 1414, 1422, 975, 849, 154, 858,0
2017-12-28,10, 11, 0, 0, 1, 0, 0, 3, 0, 0,3747, 1755, 1992, 1330, 868, 513, 1036,0
2017-12-29,9, 13, 0, 1, 1, 0, 0, 4, 0, 0,2950, 311, 2639, 1229, 421, 231, 1069,0
2017-12-30,4, 12, 0, 1, 1, 0, 0, 5, 1, 0,11572, 2723, 8849, 2737, 2923, 1681, 4231,1
2017-12-31,3, 10, 0, 1, 0, 0, 0, 4, 1, 0,16304, 8151, 8153, 4263, 2116, 4306, 5619,1
2018-01-01,6, 11, 0, 0, 0, 0, 0, 3, 0, 1,11215, 3760, 7455, 3546, 1152, 764, 5753,1
2018-01-02,9, 13, 0, 1, 1, 0, 0, 3, 0, 0,2426, 867, 1559, 497, 939, 342, 648,0
